id,date,channel,user_type,content,category,sentiment,severity_hint,auto_priority,priority_mismatch
F149,2026-06-05,CS티켓,무료,캘린더 색상 라벨로 일정 구분이 명확해져서 일정 관리가 즐거워졌어요.,칭찬,긍정,낮음,낮음,N
F150,2026-06-06,앱스토어,기업고객,계정을 개인용에서 기업용으로 전환하면 기존 데이터가 그대로 옮겨지나요?,사용문의,중립,보통,보통,N
F151,2026-06-07,인앱설문,무료,간헐적으로 세션이 풀려서 작업 중에 갑자기 로그아웃됩니다.,기타,중립,보통,보통,N
F152,2026-06-08,인앱설문,유료,기업 계약 시 별도 보안 점검 자료(ISMS 등)를 받을 수 있나요?,사용문의,중립,보통,보통,N
F153,2026-06-09,슬랙,유료,기존에 쓰던 다른 툴에서 데이터를 가져올 수 있나요? 이전 방법이 궁금합니다.,사용문의,중립,보통,보통,N
F154,2026-06-10,인앱설문,기업고객,보드 배경이나 테마를 팀 색상에 맞게 바꿀 수 있으면 좋겠습니다.,기능요청,중립,낮음,낮음,N
F155,2026-06-11,슬랙,유료,템플릿 기능 덕분에 매주 반복하던 보고서 작성 시간이 확 줄었어요. 감사합니다.,칭찬,긍정,낮음,낮음,N
F156,2026-06-12,앱스토어,유료,팀 캘린더에서 멤버별 휴가/부재 일정을 표시하는 기능이 필요합니다.,기능요청,중립,보통,보통,N
F157,2026-06-13,앱스토어,유료,결제 정보를 변경하려면 어느 메뉴에서 하나요?,결제/과금,중립,낮음,낮음,N
F158,2026-06-14,슬랙,유료,온보딩 가이드가 친절해서 도입이 순조로웠어요. 담당 매니저님 감사합니다.,칭찬,긍정,낮음,낮음,N
F159,2026-06-15,슬랙,기업고객,결제일을 매월 특정 날짜로 지정할 수 있나요?,결제/과금,중립,낮음,낮음,N
F160,2026-06-16,앱스토어,유료,UI가 직관적이라 신입 팀원도 별도 교육 없이 바로 적응했습니다. 최고예요.,칭찬,긍정,낮음,낮음,N
F161,2026-06-17,앱스토어,유료,잘 쓰고 있는데 알림이 가끔 늦게 와서 아쉬워요. 알림 우선순위 설정 기능이 있으면 완벽할 것 같아요.,기타,중립,높음,높음,N
F162,2026-06-18,슬랙,기업고객,첨부파일 미리보기가 안 열리고 빈 팝업만 뜹니다.,기타,중립,낮음,낮음,N
F163,2026-06-19,CS티켓,기업고객,작업 카드에 예상 소요시간을 입력하고 실제 시간과 비교하는 기능을 원해요.,결제/과금,중립,낮음,낮음,N
F164,2026-06-20,앱스토어,기업고객,작업 검색 기록을 저장해서 최근 검색어를 다시 쓸 수 있게 해주세요.,기능요청,중립,낮음,낮음,N
F165,2026-06-21,인앱설문,유료,드래그로 파일을 옮기면 가끔 삭제됩니다. 옮긴 파일이 사라졌어요.,버그신고,부정,높음,높음,N
F166,2026-06-22,인앱설문,유료,이미지 첨부 시 세로 사진이 가로로 회전돼서 올라갑니다.,버그신고,부정,낮음,낮음,N
F167,2026-06-23,CS티켓,유료,대시보드 한 화면에서 모든 진행상황이 보여서 관리가 정말 편합니다.,칭찬,긍정,낮음,낮음,N
F168,2026-06-24,슬랙,무료,앱 권한 요청 팝업이 무한 반복돼서 아무 화면도 못 넘어갑니다.,기타,중립,높음,높음,N
F169,2026-06-25,앱스토어,무료,간헐적으로 저장 중 '네트워크 오류'가 뜨면서 변경사항이 유실됩니다.,버그신고,부정,높음,높음,N
F170,2026-06-26,슬랙,유료,2단계 인증 코드가 안 옵니다. SMS가 도착을 안 해서 로그인 자체가 막혔어요.,버그신고,부정,높음,높음,N
F171,2026-06-27,CS티켓,유료,기업 도입 후 팀 전체 생산성이 올라간 게 데이터로 보입니다. 잘 선택했어요.,칭찬,긍정,낮음,낮음,N
F172,2026-06-28,인앱설문,기업고객,앱이 백그라운드에 있다가 돌아오면 처음 화면으로 리셋됩니다. 작업 위치를 잃어요.,버그신고,부정,보통,보통,N
F173,2026-06-29,앱스토어,유료,팀 협업 통계를 보면서 회고하는 게 습관이 됐어요. 데이터가 정확해서 좋습니다.,칭찬,긍정,낮음,낮음,N
F174,2026-06-30,인앱설문,유료,UI 업데이트 이후 훨씬 직관적이라 헤맬 일이 없어졌어요. 잘 만드셨네요.,칭찬,긍정,낮음,낮음,N
F175,2026-05-04,인앱설문,유료,결제 플랜별 동시 접속 기기 수 제한이 있나요?,결제/과금,중립,낮음,낮음,N
F176,2026-05-05,슬랙,기업고객,캘린더 알림을 일정 시작 시점 외에 종료 시점에도 받고 싶어요.,기능요청,중립,낮음,낮음,N
F177,2026-05-06,슬랙,무료,데이터 처리 위탁 계약서(DPA)를 받을 수 있나요? 컴플라이언스용입니다.,사용문의,중립,보통,보통,N
F178,2026-05-07,CS티켓,유료,작업 생성 시 자주 쓰는 담당자 조합을 프리셋으로 저장하고 싶어요.,기능요청,중립,낮음,낮음,N
F179,2026-05-08,슬랙,유료,다크모드에서 글씨가 검은 배경에 검은색으로 나와 안 읽힙니다.,버그신고,부정,보통,보통,N
F180,2026-05-09,인앱설문,유료,모바일에서 여러 워크스페이스를 빠르게 전환하는 버튼을 만들어주세요.,기능요청,중립,낮음,낮음,N
F181,2026-05-10,앱스토어,유료,앱 언어를 영어로 바꾸려면 어디서 설정하나요? 외국인 팀원이 있어요.,사용문의,중립,낮음,낮음,N
F182,2026-05-11,인앱설문,무료,외부 협력사에게 보드 하나만 공유하려면 어떻게 설정해야 하나요?,사용문의,중립,낮음,낮음,N
F183,2026-05-12,슬랙,유료,주간 리포트 자동 발송 덕분에 일일이 정리할 필요가 없어졌어요. 감사합니다.,칭찬,긍정,낮음,낮음,N
F184,2026-05-13,CS티켓,무료,이번 업데이트로 앱이 훨씬 빨라졌어요. 로딩이 거의 없어서 쾌적합니다. 감사합니다.,칭찬,긍정,낮음,낮음,N
F185,2026-05-14,CS티켓,무료,간트차트 데이터를 다른 프로젝트로 복사할 수 있나요?,사용문의,중립,낮음,낮음,N
F186,2026-05-15,앱스토어,기업고객,간트차트에 마일스톤 표시 기능을 추가해주세요. 큰 일정 흐름을 한눈에 보고 싶어요.,기능요청,중립,보통,보통,N
F187,2026-05-16,슬랙,유료,음성 메모로 작업을 빠르게 등록하는 기능이 있으면 좋겠어요.,기능요청,중립,낮음,낮음,N
F188,2026-05-17,앱스토어,무료,작업 알림을 카카오톡으로도 받을 수 있게 해주세요.,기능요청,중립,낮음,낮음,N
F189,2026-05-18,앱스토어,기업고객,팀 워크스페이스에 초대된 멤버가 들어오질 못합니다. 초대 링크가 만료됐다고만 떠요.,버그신고,부정,높음,높음,N
F190,2026-05-19,슬랙,기업고객,무료 플랜만으로도 충분히 쓸 만해서 부담 없이 시작했어요. 배려가 느껴집니다.,결제/과금,중립,낮음,낮음,N
F191,2026-05-20,앱스토어,유료,대시보드 위젯에 목표 대비 달성률 게이지를 추가해주세요.,기능요청,중립,낮음,낮음,N
F192,2026-05-21,슬랙,무료,작업에 위치(장소) 정보를 붙여서 지도에서 보는 기능을 원합니다.,기능요청,중립,낮음,낮음,N
F193,2026-05-22,인앱설문,무료,모바일 앱에 위젯을 만들어주세요. 홈 화면에서 오늘 할 일을 바로 보고 싶어요.,기능요청,중립,낮음,낮음,N
F194,2026-05-23,CS티켓,유료,탈퇴하면 작성한 데이터는 얼마 동안 보관되나요? 복구 가능 기간이 궁금합니다.,사용문의,중립,낮음,낮음,N
F195,2026-05-24,슬랙,유료,작업 자동 알림 덕에 마감을 놓치는 일이 사라졌습니다. 정말 큰 도움이 돼요.,버그신고,부정,낮음,낮음,N
F196,2026-05-25,CS티켓,유료,신규 기능을 무료 사용자에게도 빠르게 열어주셔서 감사합니다. 인심이 좋아요.,칭찬,긍정,낮음,낮음,N
F197,2026-05-26,인앱설문,유료,캘린더 일정이 갑자기 전부 사라졌습니다. 동기화 후 데이터가 날아간 것 같아요. 긴급합니다.,버그신고,부정,높음,높음,N
F198,2026-05-27,인앱설문,무료,멘션 알림이 정확해서 중요한 메시지를 놓치지 않게 됐어요. 정말 좋습니다.,칭찬,긍정,낮음,낮음,N
F199,2026-05-28,CS티켓,유료,결제 후 환불 정책이 어떻게 되나요? 며칠 안에 신청하면 되는지 궁금합니다.,결제/과금,중립,보통,보통,N
F200,2026-05-29,인앱설문,미확인,"앱 사용 중 데이터는 자동 저장되나요, 아니면 수동으로 저장해야 하나요?",사용문의,중립,낮음,낮음,N
F201,2026-05-30,인앱설문,기업고객,프로필 사진을 바꿨는데 예전 사진이 계속 보입니다. 캐시 문제 같아요.,기타,중립,낮음,낮음,N
F202,2026-05-31,CS티켓,유료,반복 일정을 만들면 종료일을 지정해도 무한히 생성됩니다.,버그신고,부정,보통,보통,N
F203,2026-06-01,인앱설문,유료,결제부터 정산까지 한 번에 처리돼서 관리 부서에서 특히 좋아합니다.,결제/과금,중립,낮음,낮음,N
F204,2026-06-02,인앱설문,무료,외부 게스트에게 특정 보드만 공개하는 권한 설정이 세밀했으면 합니다.,기타,중립,보통,보통,N
F205,2026-06-03,슬랙,유료,작업 완료 시 자동으로 다음 담당자에게 넘기는 워크플로 자동화를 원합니다.,기능요청,중립,보통,보통,N
F206,2026-06-04,인앱설문,기업고객,작업 마감 알림을 며칠 전부터 받을지 직접 정할 수 있나요?,사용문의,중립,낮음,낮음,N
F207,2026-06-05,슬랙,무료,지난번 버그 신고했던 거 다음 날 바로 고쳐주셨네요. 대응 속도에 감동했습니다.,칭찬,긍정,낮음,낮음,N
F208,2026-06-06,CS티켓,기업고객,멤버 검색에서 한글 이름이 검색이 안 됩니다. 영문만 검색돼요.,버그신고,부정,낮음,낮음,N
F209,2026-06-07,CS티켓,무료,알림이 안 와서 중요한 마감을 놓쳤습니다. 푸시 알림이 며칠째 작동을 안 합니다.,버그신고,부정,높음,높음,N
F210,2026-06-08,CS티켓,유료,탈퇴 후 같은 이메일로 재가입하면 예전 데이터가 살아나나요?,사용문의,중립,낮음,낮음,N
F211,2026-06-09,CS티켓,유료,검색이 정확하고 빨라서 예전 자료 찾기가 정말 쉬워졌습니다.,칭찬,긍정,낮음,낮음,N
F212,2026-06-10,앱스토어,무료,기업 고객 관리자가 멤버 활동 로그를 감사(audit)할 수 있는 기능이 필요합니다.,기능요청,긍정,보통,보통,N
F213,2026-06-11,인앱설문,기업고객,일정에 색상 라벨을 여러 개 달 수 있게 해주세요. 지금은 하나만 됩니다.,기능요청,중립,낮음,낮음,N
F214,2026-06-12,앱스토어,유료,회의 일정을 잡을 때 참석자 가능 시간을 자동으로 찾아주는 기능을 원합니다.,기능요청,중립,보통,보통,N
F215,2026-06-13,슬랙,기업고객,알림 설정을 꺼도 이메일 알림이 계속 옵니다. 설정이 저장이 안 되는 듯해요.,버그신고,부정,보통,보통,N
F216,2026-06-14,앱스토어,기업고객,결제 플랜을 팀 규모에 따라 더 세분화해주세요. 5인 이하 소규모 플랜이 없어요.,결제/과금,중립,보통,보통,N
F217,2026-06-15,CS티켓,유료,초대 메일이 스팸함으로 들어갑니다. 멤버들이 못 받았다고 합니다.,버그신고,부정,보통,보통,N
F218,2026-06-16,CS티켓,무료,간헐적으로 댓글 알림이 영어로만 옵니다. 언어 설정이 한국어인데도요.,기타,중립,낮음,낮음,N
F219,2026-06-17,앱스토어,유료,전에 쓰던 툴에서 데이터 이전이 매끄러워서 전환이 부담 없었습니다. 만족해요.,칭찬,긍정,낮음,낮음,N
F220,2026-06-18,앱스토어,무료,작업 진행률 표시가 추가돼서 팀원들 동기부여에 도움이 됩니다. 좋아요.,칭찬,긍정,낮음,낮음,N
F221,2026-06-19,슬랙,기업고객,간트차트에 마일스톤 표시 기능을 추가해주세요. 큰 일정 흐름을 한눈에 보고 싶어요.,기능요청,중립,보통,보통,N
F222,2026-06-20,CS티켓,유료,대시보드 데이터를 PDF 리포트로 한 번에 내보내는 기능을 원합니다.,기능요청,중립,낮음,낮음,N
F223,2026-06-21,CS티켓,유료,"작업 카드에 커스텀 필드(우선순위, 고객사 등)를 추가할 수 있게 해주세요.",결제/과금,중립,보통,보통,N
F224,2026-06-22,슬랙,유료,전반적으로 군더더기 없이 핵심만 잘 만든 제품이라 매일 잘 쓰고 있습니다.,기타,중립,낮음,낮음,N
F225,2026-06-23,앱스토어,무료,문서 안에서 다른 작업 카드를 임베드해서 보여주는 기능을 추가해주세요.,결제/과금,중립,낮음,낮음,N
F226,2026-06-24,인앱설문,기업고객,기업 고객 전용 상담 채널이 따로 있나요? 도입 문의를 하고 싶습니다.,기능요청,중립,보통,보통,N
F227,2026-06-25,CS티켓,유료,알림음이 무음 모드에서도 울립니다. 회의 중에 계속 울려서 곤란합니다.,버그신고,부정,낮음,낮음,N
F228,2026-06-26,앱스토어,유료,알림이 너무 많은데 중요한 것만 받도록 우선순위를 정할 수 있나요?,사용문의,중립,낮음,낮음,N
F229,2026-06-27,인앱설문,기업고객,팀 관리자 권한을 여러 명에게 줄 수 있나요? 권한 종류가 궁금합니다.,사용문의,중립,낮음,낮음,N
F230,2026-06-28,앱스토어,유료,문서 공동편집 시 누가 어디를 수정 중인지 실시간으로 보고 싶어요.,기능요청,중립,보통,보통,N
F231,2026-06-29,인앱설문,유료,작업에 진행률(%)을 표시할 수 있게 해주세요. 완료/미완료만으로는 부족합니다.,기능요청,중립,낮음,낮음,N
F232,2026-06-30,슬랙,유료,로그인 유지가 안 돼서 앱을 켤 때마다 다시 로그인해야 합니다.,버그신고,부정,보통,보통,N
F233,2026-05-04,CS티켓,유료,캘린더를 팀 외부 고객과 공유 가능한 읽기전용 링크로 내보내고 싶어요.,기능요청,중립,낮음,낮음,N
F234,2026-05-05,CS티켓,기업고객,문서 공동편집이 구글 문서보다 훨씬 매끄럽습니다. 충돌도 없고 좋아요.,칭찬,긍정,낮음,낮음,N
F235,2026-05-06,CS티켓,유료,간트차트에서 리소스(담당자) 과부하를 색으로 경고해주는 기능을 원합니다.,기능요청,중립,보통,보통,N
F236,2026-05-07,슬랙,무료,간단한 작업부터 복잡한 프로젝트까지 다 커버돼서 정말 만능 툴이에요.,칭찬,긍정,낮음,낮음,N
F237,2026-05-08,슬랙,유료,팀 초대 인원이 50명을 넘으면 멤버 목록이 로딩되다 멈춥니다.,버그신고,부정,보통,보통,N
F238,2026-05-09,CS티켓,기업고객,작업 카드를 키보드 단축키만으로 빠르게 생성/이동하고 싶어요.,결제/과금,중립,낮음,낮음,N
F239,2026-05-10,앱스토어,유료,간트차트를 이미지로 캡처해서 보고서에 붙이기 좋게 내보내기 해주세요.,기능요청,중립,낮음,낮음,N
F240,2026-05-11,인앱설문,기업고객,고객 의견 게시판에 올린 제안이 실제로 반영돼서 감동했습니다. 계속 응원할게요.,칭찬,긍정,낮음,낮음,N
F241,2026-05-12,CS티켓,유료,작업 마감일을 넘기면 자동으로 빨간색 표시되는 옵션을 추가해주세요.,기능요청,중립,낮음,낮음,N
F242,2026-05-13,인앱설문,유료,아이폰에서 키보드가 입력창을 가려서 글을 쓸 수가 없습니다.,버그신고,부정,보통,보통,N
F243,2026-05-14,앱스토어,기업고객,디자인이 깔끔하고 군더더기가 없어서 쓸 때마다 기분이 좋습니다.,칭찬,긍정,낮음,낮음,N
F244,2026-05-15,CS티켓,유료,결제했는데 유료 플랜이 적용 안 됩니다. 결제 내역엔 빠져나갔어요. 환불이라도 빨리 해주세요.,결제/과금 오류,부정,높음,높음,N
F245,2026-05-16,미확인,유료,결제 수단을 카드에서 계좌이체로 바꾸면 결제가 아예 안 됩니다.,결제/과금 오류,부정,높음,높음,N
F246,2026-05-17,CS티켓,유료,문서 공유 시 만료 기한이 있는 임시 링크를 생성하고 싶어요.,기능요청,중립,낮음,낮음,N
F247,2026-05-18,인앱설문,무료,API 연동이 잘 돼서 사내 시스템과 매끄럽게 붙였습니다. 개발팀이 만족해요.,칭찬,긍정,낮음,낮음,N
F248,2026-05-19,CS티켓,유료,권한 관리가 세밀해서 외부 협력사와 안심하고 협업하고 있습니다.,기타,중립,낮음,낮음,N
F249,2026-05-20,CS티켓,유료,결제는 월 단위만 되나요? 연 단위 결제 시 할인이 있는지 알고 싶습니다.,결제/과금,중립,낮음,낮음,N
F250,2026-05-21,CS티켓,기업고객,작업을 보드/리스트/캘린더 외에 타임라인 뷰로도 보고 싶어요.,기능요청,중립,낮음,낮음,N
F251,2026-05-22,CS티켓,무료,모바일과 웹이 완벽하게 동기화돼서 기기 바꿔도 끊김이 없어요. 최고입니다.,칭찬,긍정,낮음,낮음,N
F252,2026-05-23,인앱설문,기업고객,작업 검색에 필터(담당자/기간/상태)를 조합할 수 있게 해주세요.,기능요청,중립,보통,보통,N
F253,2026-05-24,CS티켓,무료,파일을 휴지통에서 복원하면 원래 폴더가 아니라 최상위로 옵니다.,버그신고,부정,낮음,낮음,N
F254,2026-05-25,앱스토어,무료,캘린더에 음력 날짜와 한국 공휴일을 표시해주세요.,기능요청,중립,낮음,낮음,N
F255,2026-05-26,인앱설문,유료,팀 도입 후 프로젝트 마감 준수율이 눈에 띄게 올랐습니다. 효과를 체감 중이에요.,칭찬,긍정,낮음,낮음,N
F256,2026-05-27,CS티켓,유료,간트차트에서 작업 간 의존성(선후관계) 선을 그릴 수 있으면 좋겠습니다.,기능요청,중립,보통,보통,N
F257,2026-05-28,앱스토어,기업고객,워크스페이스를 여러 개 만들 수 있나요? 부서별로 분리하고 싶습니다.,기능요청,중립,낮음,낮음,N
F258,2026-05-29,CS티켓,무료,결제 영수증을 세금계산서로 받을 수 있나요? 회사 정산에 필요합니다.,결제/과금,중립,낮음,낮음,N
F259,2026-05-30,앱스토어,기업고객,알림에서 특정 키워드가 포함된 메시지만 받도록 필터링하고 싶어요.,기능요청,중립,낮음,낮음,N
F260,2026-05-31,슬랙,기업고객,팀원 권한을 관리자로 바꿔도 여전히 일반 멤버 권한으로 보입니다.,버그신고,부정,보통,보통,N
F261,2026-06-01,CS티켓,기업고객,반복 작업 템플릿을 저장하는 기능이 있으면 좋겠어요. 매번 같은 걸 다시 만들어요.,기능요청,중립,보통,보통,N
F262,2026-06-02,앱스토어,유료,결제 페이지에서 카드 등록이 안 되고 '알 수 없는 오류'만 반복됩니다.,결제/과금 오류,부정,높음,높음,N
F263,2026-06-03,인앱설문,기업고객,작업 알림을 팀 채널과 개인 DM 중 선택해서 보낼 수 있게 해주세요.,기능요청,중립,낮음,낮음,N
F264,2026-06-04,CS티켓,유료,앱 잠금(PIN) 설정 후 PIN이 맞는데도 계속 틀렸다고 뜹니다. 앱에 못 들어가요.,버그신고,부정,높음,높음,N
F265,2026-06-05,앱스토어,무료,알림 설정을 세밀하게 할 수 있어서 방해받지 않고 집중할 수 있어요. 만족합니다.,칭찬,긍정,낮음,낮음,N
F266,2026-06-06,CS티켓,기업고객,모바일 앱에서 로그인하면 웹 세션이 강제로 끊깁니다. 동시 접속이 안 돼요.,버그신고,부정,보통,보통,N
F267,2026-06-07,앱스토어,유료,기업 결제 시 세금계산서를 자동 발행하는 기능을 추가해주세요.,결제/과금,중립,보통,보통,N
F268,2026-06-08,인앱설문,유료,앱 안정성이 정말 좋아요. 몇 달째 한 번도 튕긴 적이 없습니다.,칭찬,긍정,낮음,낮음,N
F269,2026-06-09,인앱설문,유료,앱 알림과 이메일 알림이 중복으로 오는데 한쪽만 받게 정리하려면 어디서 하나요?,버그신고,부정,낮음,낮음,N
F270,2026-06-10,슬랙,무료,자동 반복 일정에서 공휴일은 건너뛰는 옵션을 넣어주세요.,기능요청,중립,낮음,낮음,N
F271,2026-06-11,인앱설문,유료,슬랙 연동은 어떻게 설정하나요? 단계별로 알려주시면 좋겠습니다.,기능요청,중립,낮음,낮음,N
F272,2026-06-12,슬랙,무료,리포트 기능으로 팀 회의 준비 시간이 크게 줄었습니다. 감사합니다.,칭찬,긍정,낮음,낮음,N
F273,2026-06-13,앱스토어,유료,팀 워크스페이스 이름을 나중에 바꿀 수 있나요?,사용문의,중립,낮음,낮음,N
F274,2026-06-14,앱스토어,무료,문서를 PDF로 내보낼 때 워터마크를 넣을 수 있나요?,사용문의,중립,낮음,낮음,N
F275,2026-06-15,인앱설문,유료,작업 댓글에 이모지 반응(👍)을 달 수 있게 해주세요. 간단한 확인용으로요.,기능요청,중립,낮음,낮음,N
F276,2026-06-16,CS티켓,무료,로그인이 계속 실패합니다. 비밀번호 재설정 메일도 안 옵니다. 업무가 마비됐어요.,버그신고,부정,높음,높음,N
F277,2026-06-17,앱스토어,기업고객,초대받은 게스트가 댓글을 못 답니다. 읽기만 되고 쓰기가 막혀요.,버그신고,부정,보통,보통,N
F278,2026-06-18,슬랙,유료,디자인뿐 아니라 속도도 빨라서 스트레스 없이 사용하고 있습니다.,기타,중립,낮음,낮음,N
F279,2026-06-19,CS티켓,무료,문서 용량 제한이 있나요? 첨부파일 총 용량 한도가 궁금합니다.,사용문의,중립,낮음,낮음,N
F280,2026-06-20,인앱설문,유료,"문서 템플릿 갤러리를 만들어주세요. 회의록, 기획서 같은 양식이 미리 있으면 좋겠어요.",기능요청,중립,낮음,낮음,N
F281,2026-06-21,CS티켓,유료,드래그앤드롭으로 카드 순서를 바꾸면 가끔 원래 자리로 튕깁니다.,결제/과금 오류,부정,보통,보통,N
F282,2026-06-22,인앱설문,유료,모바일 앱은 안드로이드도 지원하나요? 아이폰만 되는 건지 궁금합니다.,사용문의,중립,낮음,낮음,N
F283,2026-06-23,인앱설문,무료,앱을 켜면 로딩 화면에서 5초 이상 멈췄다가 강제 종료됩니다. 며칠째 반복돼요.,버그신고,부정,높음,높음,N
F284,2026-06-24,CS티켓,유료,문서 내보내기를 워드(docx) 형식으로도 지원해주세요.,기능요청,중립,낮음,낮음,N
F285,2026-06-25,앱스토어,무료,결제 영수증 PDF를 열면 금액란이 비어 있습니다. 회계 처리가 안 됩니다.,결제/과금 오류,부정,보통,보통,N
F286,2026-06-26,앱스토어,유료,기업 고객용으로 SSO(싱글사인온) 로그인을 지원해주세요. 보안 정책상 필요합니다.,기능요청,중립,보통,보통,N
F287,2026-06-27,인앱설문,유료,앱 첫인상부터 끝까지 사용자 배려가 느껴지는 제품입니다. 응원합니다.,기능요청,긍정,낮음,낮음,N
F288,2026-06-28,앱스토어,유료,결제 영수증을 이메일로 자동 발송하는 옵션을 켜고 끌 수 있게 해주세요.,결제/과금,중립,낮음,낮음,N
F289,2026-06-29,인앱설문,유료,모바일 앱이 정말 잘 만들어졌네요. 출퇴근길에 작업 확인하기 너무 좋습니다.,칭찬,긍정,낮음,낮음,N
F290,2026-06-30,CS티켓,기업고객,다른 툴 여러 개 쓰다가 이걸로 통합했는데 신의 한 수였습니다. 강력 추천해요.,칭찬,긍정,낮음,낮음,N
F291,2026-05-04,앱스토어,유료,결제를 연 단위로도 할 수 있게 해주세요. 월 결제만 있어서 불편합니다.,결제/과금,긍정,보통,보통,N
F292,2026-05-05,CS티켓,유료,작업 알림을 이메일과 푸시 중 하나만 받으려면 어디서 설정하나요?,사용문의,중립,낮음,낮음,N
F293,2026-05-06,앱스토어,유료,모바일에서 음성으로 회의록을 받아쓰는 기능이 있으면 좋겠어요.,기능요청,중립,낮음,낮음,N
F294,2026-05-07,인앱설문,유료,슬랙 외에 팀즈 연동도 지원해주세요. 회사에서 팀즈를 써서 알림을 못 받습니다.,기능요청,중립,보통,보통,N
F295,2026-05-08,슬랙,기업고객,플랜을 다운그레이드하면 기존 데이터는 어떻게 되나요?,결제/과금,중립,낮음,낮음,N
F296,2026-05-09,슬랙,유료,회의록 작성 후 작업 자동 배정 기능이 신기할 정도로 편리합니다.,칭찬,긍정,낮음,낮음,N
F297,2026-05-10,CS티켓,기업고객,대시보드 데이터를 실시간으로 자동 새로고침하는 옵션을 추가해주세요.,기능요청,중립,낮음,낮음,N
F298,2026-05-11,슬랙,유료,캘린더를 주간/월간 외에 분기 단위로도 볼 수 있으면 좋겠습니다.,기능요청,중립,낮음,낮음,N
F299,2026-05-12,슬랙,유료,기업 도입 시 직원 교육이나 온보딩 지원을 받을 수 있나요?,사용문의,중립,보통,보통,N
F300,2026-05-15,슬랙,유료,알림 배지 숫자가 0인데 안 사라집니다. 읽음 처리를 해도 빨간 점이 남아요.,버그신고,부정,낮음,낮음,N
